shelf_name,coordinate_x,coordinate_y,shelf_width,shelf_height,shelf_depth,merch_width,merch_height,merch_depth
BEER COOLER BASE DECK - 18,0.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8200072385,1,2,4
3410008716,1,2,4
8002024221,1,2,3
7199009516,1,2,3
8769229103,1,2,3
7199047714,1,1,2
5230000435,1,2,2
BEER COOLER BASE DECK - 19,48.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8200072751,1,2,4
7231123018,1,2,2
8992427896,1,2,3
1820028140,1,2,2
1820053143,1,3,1
7199009527,1,2,2
BEER COOLER BASE DECK - 20,96.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
3410051674,1,4,2
8002042230,1,2,3
3410057256,1,2,2
1820096721,1,3,2
3410001256,1,2,2
3410001341,1,2,2
BEER COOLER BASE DECK - 21,144.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
63598554890,1,3,3
8066095776,1,2,1
8066095787,1,2,2
8992423050,1,1,3
3410057636,1,1,3
3410031341,1,2,2
BEER COOLER BASE DECK - 22,192.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
1820000858,1,2,3
7199030030,1,1,2
1820028443,1,4,2
1820027030,1,2,2
1820037030,1,2,2
3410080741,1,2,2
BEER COOLER BASE DECK - 23,240.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
7199017052,1,4,2
8066095608,1,2,1
1820096751,1,2,2
1820086031,1,2,2
1820015030,1,2,2
BEER COOLER BASE DECK - 24,288.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8218422605,1,2,4
1820013986,1,2,4
1820096294,1,3,2
3410057707,1,2,2
3410015341,1,1,2
1820061030,1,2,2
3410030341,1,2,2
BEER COOLER BASE DECK - 25,336.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8992421505,1,2,2
1820053030,1,2,2
2210000171,1,2,2
7199048019,1,1,2
5230000434,1,2,2
BEER COOLER BASE DECK - 26,384.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
63598526001,1,4,2
8992427898,1,4,2
1820096028,1,3,2
1820011030,1,2,2
1820096660,1,2,2
3410007341,1,2,2
BEER COOLER BASE DECK - 27,432.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8200078142,1,3,3
7199009511,1,2,4
8857333101,1,2,4
1820000946,1,2,3
8066095680,1,2,1
1820020068,1,2,2
3410057509,1,2,3
BEER COOLER BASE DECK - 28,480.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8200072908,1,2,3
8043280290,1,2,3
89413700268,1,2,5
8857343333,1,2,3
8066095757,1,2,2
1820028137,1,2,2
BEER COOLER BASE DECK - 29,528.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
63598512998,1,2,3
63598520023,1,1,3
8002011706,1,2,3
72383000009,1,2,3
8992429386,1,2,3
7199030078,1,2,2
1820020083,1,2,3
BEER COOLER BASE DECK - 30,576.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8769200497,1,1,3
8378337521,1,2,3
3410017341,1,2,2
3410057340,1,4,1
3410057341,1,2,2
1820096550,1,1,2
1820028523,1,2,2
BEER COOLER BASE DECK - 39,624.0,3.5,48.0,1.5,30.0,48.0,20.44,31.0
8769200424,1,3,3
8992441003,1,2,1
1820053025,1,2,2
1820011218,1,4,1
1820011025,1,2,2
BEER COOLER SHELF - 56,0.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
1820025510,13,1,8
7089701331,3,1,6
BEER COOLER SHELF - 59,48.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
85352400501,1,2,2
7199030104,1,1,2
7199030065,12,1,8
BEER COOLER SHELF - 62,96.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
1820014990,1,1,2
7143945712,1,1,2
1820025011,11,1,8
BEER COOLER SHELF - 65,144.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
63598526038,4,1,8
7199047712,13,1,8
BEER COOLER SHELF - 68,192.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
1820025508,9,1,8
1820025000,7,1,8
BEER COOLER SHELF - 71,240.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
1820018992,1,1,2
7199000048,1,1,3
1820025001,6,1,8
1820025003,5,1,8
7199048024,1,1,8
BEER COOLER SHELF - 74,288.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
63598510062,1,1,3
1820000834,1,1,3
8769283231,13,1,7
BEER COOLER SHELF - 77,336.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
1820020082,1,1,3
1820020144,1,1,3
3410000355,1,1,8
7089718331,10,1,6
BEER COOLER SHELF - 80,384.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
8200072608,1,1,3
7199030017,1,2,1
3410017509,1,1,2
1820016984,1,1,3
1820000801,1,1,2
7199048045,1,2,1
1820000978,1,1,2
BEER COOLER SHELF - 83,432.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
8769230050,1,1,3
3410057023,1,1,2
3410001641,1,2,3
1820061218,1,2,1
1820025508,1,1,8
1820025004,6,1,8
BEER COOLER SHELF - 86,480.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
8769282102,1,1,3
8066095796,13,1,8
7089701331,1,1,6
BEER COOLER SHELF - 89,528.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
7289000119,14,1,7
1820025509,2,1,8
BEER COOLER SHELF - 92,576.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
8992433567,1,1,3
1820020090,1,1,3
1820020077,1,2,1
7031001251,7,1,8
7825000328,3,1,8
BEER COOLER SHELF - 119,624.0,25.44,48.0,1.37,22.0,48.0,10.629999999999999,23.0
1820020080,1,1,2
1820025014,7,1,8
3410000669,6,1,6
BEER COOLER SHELF - 55,0.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
7199048024,9,1,8
8066095683,6,1,6
BEER COOLER SHELF - 58,48.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
3354495051,1,1,2
1820097009,1,1,2
1820020019,1,1,2
3410001636,1,1,2
7825000464,1,1,4
1820025000,6,1,8
BEER COOLER SHELF - 61,96.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
8043210346,1,1,4
8218422601,1,1,3
8066095615,1,1,2
1820086418,1,2,1
8797502650,3,1,7
7089718331,4,1,6
BEER COOLER SHELF - 64,144.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
63598522413,1,1,3
1820025006,10,1,8
7089718331,4,1,6
BEER COOLER SHELF - 67,192.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
8992495432,1,1,2
1820014991,1,1,3
7825000382,1,1,2
1820025509,6,1,8
1820025010,3,1,8
3410000355,2,1,8
BEER COOLER SHELF - 70,240.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
8992488007,1,2,1
1820020079,1,1,3
1820000769,1,1,2
1820053218,1,2,1
1820020059,1,1,2
1820012989,1,1,3
2210000170,1,1,2
BEER COOLER SHELF - 73,288.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
2210000412,1,1,2
3410000008,1,1,6
3410000669,12,1,6
BEER COOLER SHELF - 76,336.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
1820011047,1,1,2
7031001251,6,1,8
8797502650,9,1,7
BEER COOLER SHELF - 79,384.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
8200075748,1,1,3
8043280254,1,1,4
85332600500,1,2,2
3354495044,1,1,3
1820000833,1,1,3
3410001509,1,1,2
7143934806,1,1,3
1820061047,1,1,2
1820025505,1,1,8
BEER COOLER SHELF - 82,432.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
85352400504,1,2,2
3354495041,1,1,2
8992423040,1,1,2
7089701331,9,1,6
BEER COOLER SHELF - 85,480.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
8066095721,8,1,8
1820025011,2,1,8
7089701331,5,1,6
BEER COOLER SHELF - 88,528.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
8769200660,1,1,3
85352400500,1,2,2
7825000328,10,1,8
1820025006,3,1,8
BEER COOLER SHELF - 91,576.0,37.44,48.0,1.37,22.0,48.0,10.630000000000003,23.0
85894500503,1,2,2
3354495042,1,1,2
8066095605,1,1,2
8992433125,1,1,2
2210005001,1,1,2
1820025505,6,1,8
BEER COOLER SHELF - 118,624.0,37.44,48.0,1.37,22.0,48.0,11.630000000000003,22.3
3410000185,13,1,6
BEER COOLER SHELF - 54,0.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
1820000230,1,2,2
7199017037,1,2,2
2210000074,1,2,2
1820025010,10,1,8
BEER COOLER SHELF - 57,48.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
1820020993,1,3,2
1820019987,1,3,2
3410051605,1,1,3
7231163012,1,1,2
7231123012,1,1,2
1820000018,1,2,2
3410057505,1,1,3
1820025509,2,1,8
BEER COOLER SHELF - 60,96.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
8769200754,1,2,2
8066095625,1,1,2
1820018982,1,3,2
1820025014,4,1,8
8769283231,2,1,7
7289000119,1,1,7
7199048024,3,1,8
BEER COOLER SHELF - 63,144.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
8992420111,1,1,3
1820053047,1,1,2
63598526038,9,1,8
8066095721,5,1,8
BEER COOLER SHELF - 66,192.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
7199030005,1,1,3
3410000357,1,2,2
1820000426,1,2,2
1820025508,3,1,8
1820025003,8,1,8
BEER COOLER SHELF - 69,240.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
3410051660,1,2,2
3410051683,1,2,3
7289000016,1,1,2
8992427891,1,1,3
7199032000,1,2,2
7199030069,1,1,2
1820025014,2,1,8
3410000185,1,1,6
BEER COOLER SHELF - 72,288.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
85389700227,1,2,2
1820000771,1,1,2
1820020069,1,1,2
7199030125,1,3,2
7199000047,1,1,3
3410077435,1,2,2
1820000647,1,1,2
7289000620,1,2,3
BEER COOLER SHELF - 75,336.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
1820017999,1,3,2
1820000270,1,2,2
3410000355,1,1,8
8066095683,9,1,6
BEER COOLER SHELF - 78,384.0,49.44,48.0,1.37,22.0,48.0,14.190000000000001,23.0
8769200686,1,2,2
3410051681,1,2,2
1820000115,1,2,2
3410000355,9,1,8
3410000008,1,1,6
