shelf_name,coordinate_x,coordinate_y,shelf_width,shelf_height,shelf_depth,merch_width,merch_height,merch_depth
OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 13 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 1,0.0,0.0,144.0,1.25,32.5,144.0,10.75,32.5
8982630123,1,1,2
8066095680,1,1,2
8066095623,1,1,2
1820096044,1,1,2
1820053349,1,1,2
1820011349,1,1,2
7199009527,1,1,2
7199030078,1,1,2
7199010033,1,1,2
3410057341,1,1,2
1820096728,1,1,2
7143934030,1,1,2
1820027030,1,1,2
3410062341,1,1,2
1820037030,1,1,2
3410007341,1,1,2
3410030341,1,1,2
OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 2 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 3 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 4,144.0,0.0,144.0,1.25,32.5,144.0,22.12,32.5
8200078142,1,3,3
63598506744,1,2,4
8043280290,1,2,3
8769282102,1,2,4
8769200033,1,2,3
4085002001,1,2,4
75452700421,1,2,4
67049210042,1,2,4
8769229103,1,2,3
1820013986,1,2,4
8378337512,1,2,3
78615000014,1,2,3
7289000016,1,2,3
7231123018,1,2,2
8066095408,1,2,2
1820096294,1,3,2
3410017341,1,2,2
3410057707,1,3,2
3410057256,1,2,2
1820096721,1,3,2
3410031341,1,2,2
OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 5 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 6 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 9 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 10,288.0,0.0,192.0,1.25,32.5,192.0,22.12,32.5
8769200424,1,3,3
63598506070,1,2,4
8200072908,1,2,3
7199009516,1,2,4
7199009561,1,2,4
81790400083,1,2,4
64286090024,1,4,2
81535100901,1,2,4
72383000009,1,2,4
75452700122,1,2,4
75452700068,1,2,3
67049210032,1,2,4
85622900233,1,4,4
8857343333,1,2,3
63625177612,1,2,4
78615000149,1,2,2
7289000152,1,2,2
8066095776,1,2,1
8066095787,1,2,2
1820096292,1,2,2
1820011030,1,2,2
7199030030,1,2,2
3410017256,1,2,2
1820096715,1,3,2
3410001341,1,2,2
7199048019,1,2,2
1820015030,1,2,2
OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 11 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 12 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 14 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 15 * OPEN AIR COOLER DECK OPEN AIR COOLER DECK 4 FT - 16,480.0,0.0,240.0,1.25,32.5,240.0,22.12,32.5
63598554890,1,3,5
8769200686,1,3,3
63598506074,1,2,4
63598512001,1,2,3
63598512998,1,2,4
8200072385,1,2,4
8200075748,1,2,4
7031001244,1,2,4
8769283134,1,2,4
3410051681,1,3,3
8769200660,1,2,4
8769200017,1,2,3
7199009511,1,2,4
81535100101,1,2,4
81535100103,1,2,3
8378316000,1,2,2
8378322200,1,2,4
8378322812,1,2,3
8378367504,1,2,3
7231123012,1,2,3
8982690300,1,2,2
8066095615,1,2,3
1820096028,1,3,2
7199017038,1,3,1
3410015341,1,2,2
3410001256,1,2,2
1820086031,1,2,2
1820061030,1,2,2
7199009554,1,2,3
76317620006,1,2,4
75452700201,1,2,3
8066095757,1,2,2
8066095608,1,2,2
1820053030,1,2,2
48 IN COOLER SHELF 4 FT/2 - 18 * 48 IN COOLER SHELF 4 FT/2 - 19 * 48 IN COOLER SHELF 4 FT/2 - 20,0.0,12.0,144.0,1.44,22.0,144.0,9.93,23.0
8043210346,2,1,4
79603061494,1,1,2
8378311010,1,2,4
8066095301,1,1,2
8066095765,1,1,2
8066095401,1,1,3
1820000833,1,1,3
1820000769,1,1,2
1820012989,1,1,3
1820016984,1,1,3
1820020144,1,1,3
1820028443,1,2,1
8066095643,3,1,8
8066095721,6,1,8
1820025510,8,1,8
1820025000,5,1,8
48 IN COOLER SHELF 4 FT/2 - 16,672.0,22.37,48.0,1.44,22.0,48.0,11.559999999999999,22.3
67243800024,1,1,2
78615000016,1,1,2
7231163021,1,1,3
1820028137,1,1,2
2210000004,2,1,7
3410000622,4,1,6
